1998,170.7487544709,244.1988875485,199.5085134832,410.4669284865,375.7231546581,404.9499587292,296.9530864574,291.6039610182,145.3531793979,120.971967812,108.2303948012,93.3068456563
1999,87.4322945259,119.5343447403,168.8003008662,259.5967793313,346.7444682745,401.8265948984,505.5689785876,311.0520091704,253.5178959877,124.7375185987,217.6065095123,76.9383758606
2000,97.2256456029,49.7038108685,141.7554729292,294.6835393748,370.2645655332,346.000115212,395.4631059721,238.5943468428,207.7036947496,302.513841689,94.4525655662,59.0009265705
2001,61.3069615484,130.4442254111,110.2007411431,205.7479435658,288.3127528694,243.5348078555,298.9891110107,345.7884854197,172.9015402889,296.6246954005,104.1948335899,123.8180236391
2002,97.743773715,141.6679019807,275.1698130112,502.1974970693,373.9279502133,391.9529704519,312.7961305619,278.5339969505,133.2464957639,156.9417349197,84.7102975425,162.7652029968
2003,107.3181974207,139.894590273,238.8789524255,338.9214635393,318.8020381151,416.1079570875,320.4293982419,275.8338927042,170.3984706768,152.0377618022,268.4341475536,95.3866556838
2004,115.4185101595,114.5719909904,213.5563531429,221.2552990343,350.5027214821,247.92795044,377.2264559412,229.7715737786,190.335456625,122.7744698358,164.1371478571,201.9021194097
2005,164.7574420758,139.1940226848,209.425923404,202.0480709905,341.4026404143,236.6750835542,187.190200057,300.3391631339,124.0369510105,81.3388160242,104.8370205458,100.728483544
2006,114.0903507735,141.5949261903,187.0515460552,230.4429510507,298.3177337387,287.2983893823,197.3557276653,86.0749448237,169.3841071897,241.3893196166,167.5743075868,94.0584962978
2007,50.0103091884,142.1714349347,231.7930031738,286.0432057867,293.3699751469,253.2551831421,316.1968023964,192.823931079,72.9393025445,49.8132745542,192.0357925422,124.1172243799
2008,57.7384453959,112.353526961,179.396385638,227.8887983853,348.5907557726,279.9424297059,317.8387576813,149.4398236625,160.3424067542,181.1551021876,128.7949725471,143.6601410597
2009,70.0056757689,155.2341014234,250.0953314161,334.5648088501,283.1971499596,303.1487310658,157.9633959859,197.5016792462,300.6091735585,80.3609404323,109.2228655512,86.7536196748
2010,194.0134364631,264.4350742375,221.8974859902,250.7594111091,274.2941035259,335.1340200155,226.3198188908,171.5587857448,202.8435071063,157.1095792377,49.3462294954,40.1074944257
2011,53.6736938684,200.0047488582,157.2263405025,193.998841305,350.305686848,557.0023156895,268.5144209231,120.0670680105,113.7619597165,143.2368814751,297.4055363582,78.3030231419
2012,42.2748754017,87.78257832,184.2784660185,161.9478741439,363.8499935536,281.5478970956,362.9450937521,195.7502602756,99.9111546911,72.3044131677,138.5080502547,100.3854973289
2013,89.271284445,94.2409357739,202.5589015236,229.3848020893,243.5639981717,389.9607313729,201.6394065641,222.1237109405,79.7917292668,48.5507933796,84.308930695,113.7400669794
2014,211.9727784904,91.9203056379,127.5835744258,236.6750835542,229.7934665157,233.9457889918,101.7793349263,128.5176645435,111.0983433655,268.4487427117,139.9164830101,75.2745278386
2015,140.0259466958,141.5292479789,146.4843041497,206.7112239996,384.9108066745,287.2983893823,134.7862849422,226.8890300562,,,,
