1998,-6.2808151817,-5.0520604438,-1.6177009577,7.5997106518,9.8178230827,14.1282206576,17.0995457341,16.3523367761,12.4434358124,5.9732116075,1.2718238748,-2.9332590127
1999,-6.7143314603,-1.286247369,-1.6702332245,5.2154961961,11.4825956357,13.5823853892,15.6929317498,17.1158057215,12.5424966585,7.4516196899,-1.2872479836,-4.0802135064
2000,-5.1766369624,-5.4993351733,-0.2631189329,8.6163350929,12.4014099989,15.1078223582,16.9499538503,16.2742888367,11.9921586245,3.3463481095,-1.6159498821,-3.6296867794
2001,-7.9786080167,-3.5166173288,2.7082061436,6.892526278,13.3092176014,16.4671573023,16.22450826,15.2506600934,10.3971789403,4.8310100332,1.8124059164,-6.8786824096
2002,-5.1651298944,-2.9742842116,2.3377285853,6.301913506,10.0834862609,14.2152741284,15.5873669087,17.1045488072,11.8833417859,7.8516153792,1.8314175939,-7.5666049521
2003,-3.952635144,-3.6409436938,-0.1818189961,4.4893001448,9.2509749076,14.2225285843,16.2652833052,15.5996244377,11.7592655746,6.2781489091,0.2877194084,-6.2750616477
2004,-5.4240389241,-2.0464643169,1.8196603723,6.662635072,11.0133073848,15.0392802576,16.5006778916,15.5365857174,11.8210535266,4.4207580442,2.4625552575,-5.76900081
2005,-6.9634844975,-7.6589116497,2.8310315867,6.7396823967,10.132266223,15.6856772939,17.5850939724,14.75585617,12.7961524615,6.2346221737,0.013551006,-5.7652485052
2006,-10.5847087616,-1.8623512292,2.4558011089,7.4103443373,11.9618900326,14.4444148735,16.5967368939,17.0109913414,11.2882262482,7.9841968147,0.8470629739,-5.7302269939
2007,-6.3688692671,-2.1515288507,-0.6208386551,9.3097610158,11.5921629352,15.7559704701,16.9276901753,16.264032537,12.5022219206,4.0367721886,2.2311631296,-6.9509768149
2008,-13.2035673427,-8.2870474694,4.670161235,7.1782017484,13.001278456,16.3338254058,17.6318727053,17.1280632504,11.6702108746,5.7190554972,-0.150299636,-3.5176179434
2009,-6.1892589451,-2.3586560744,2.8055159142,5.3383216391,10.0372078353,13.5601217142,16.478164063,15.667666231,11.324998835,5.9949749752,-0.2883844518,-3.9108594841
2010,-4.2007875666,-5.3812626496,1.8889529339,7.6139694099,10.1785446486,14.1282206576,15.9736041472,17.0154941071,11.1641500369,6.842245394,1.9532424224,-5.1393640683
2011,-7.8700413318,-5.5413609868,-0.8447261735,7.2650050656,11.8012913881,14.408142594,16.6740343724,16.6927958962,12.7611309502,6.2078557329,-1.4405921722,-9.2178692079
2012,-9.9340591132,-8.4281341291,-1.4480967817,8.2245944741,11.2069263113,14.8379065678,16.4513976222,16.9572083062,12.2370590496,5.5089264297,-2.7053690359,-8.4401415044
2013,-6.8779319486,-4.4784581201,2.7169615215,6.5278022536,10.9695304957,14.6698033138,17.0420103942,16.2552771592,13.9548641768,7.5656897551,-0.2603672428,-5.993888943
2014,-6.6087666192,-9.9928452213,0.1999154766
